Id;CalculationDate;Variable;Value
25489;2019-12-24;TurnoverRealization;1.110702276
25562;2019-12-24;PredictionOfOrdersValue;74330824
25590;2019-12-25;TurnoverRealization;1.104492903
25663;2019-12-25;PredictionOfOrdersValue;74031912
25691;2019-12-26;TurnoverRealization;1.098352432
25764;2019-12-26;PredictionOfOrdersValue;74031912
25792;2019-12-27;TurnoverRealization;1.09228003
25865;2019-12-27;PredictionOfOrdersValue;74031912
25893;2019-12-28;TurnoverRealization;1.090492606
25966;2019-12-28;PredictionOfOrdersValue;74222464
25994;2019-12-29;TurnoverRealization;1.084529519
26067;2019-12-29;PredictionOfOrdersValue;74222464
26095;2019-12-30;TurnoverRealization;1.078631282
26168;2019-12-30;PredictionOfOrdersValue;74222464
26196;2019-12-31;TurnoverRealization;1.134396553
26265;2019-12-31;PredictionOfOrdersValue;74342984
26282;2020-01-01;TurnoverRealization;0.329531014
26351;2020-01-01;PredictionOfOrdersValue;48383832
26368;2020-01-02;TurnoverRealization;0.319545209
26437;2020-01-02;PredictionOfOrdersValue;48383832
26454;2020-01-03;TurnoverRealization;0.310146809
26523;2020-01-03;PredictionOfOrdersValue;48383832
26540;2020-01-04;TurnoverRealization;0.301285505
26609;2020-01-04;PredictionOfOrdersValue;48383832
26626;2020-01-05;TurnoverRealization;0.292916507
26695;2020-01-05;PredictionOfOrdersValue;48383832
26712;2020-01-06;TurnoverRealization;0.284999788
26781;2020-01-06;PredictionOfOrdersValue;48383832
26798;2020-01-07;TurnoverRealization;0.277499795
26864;2020-01-07;PredictionOfOrdersValue;47505232
26881;2020-01-08;TurnoverRealization;0.270384401
26947;2020-01-08;PredictionOfOrdersValue;47234072
26964;2020-01-09;TurnoverRealization;0.263624787
27030;2020-01-09;PredictionOfOrdersValue;47627644
27047;2020-01-10;TurnoverRealization;0.257194906
27116;2020-01-10;PredictionOfOrdersValue;48244324
27133;2020-01-11;TurnoverRealization;0.251071215
27202;2020-01-11;PredictionOfOrdersValue;48532644
27219;2020-01-12;TurnoverRealization;0.245232403
27288;2020-01-12;PredictionOfOrdersValue;48532864
27305;2020-01-13;TurnoverRealization;0.239658907
27374;2020-01-13;PredictionOfOrdersValue;48532864
27391;2020-01-14;TurnoverRealization;0.234333202
27460;2020-01-14;PredictionOfOrdersValue;49011928
27477;2020-01-15;TurnoverRealization;0.26259324
27546;2020-01-15;PredictionOfOrdersValue;49517640
27563;2020-01-16;TurnoverRealization;0.280104786
27632;2020-01-16;PredictionOfOrdersValue;49947752
27649;2020-01-17;TurnoverRealization;0.293975532
27718;2020-01-17;PredictionOfOrdersValue;49950472
27735;2020-01-18;TurnoverRealization;0.294619381
27804;2020-01-18;PredictionOfOrdersValue;50331696
27821;2020-01-19;TurnoverRealization;0.288726985
27890;2020-01-19;PredictionOfOrdersValue;50194196
27907;2020-01-20;TurnoverRealization;0.283065677
27976;2020-01-20;PredictionOfOrdersValue;50194196
27993;2020-01-21;TurnoverRealization;0.287975729
28062;2020-01-21;PredictionOfOrdersValue;50514040
28079;2020-01-22;TurnoverRealization;0.3073816
28148;2020-01-22;PredictionOfOrdersValue;50889448
28165;2020-01-23;TurnoverRealization;0.342732251
28234;2020-01-23;PredictionOfOrdersValue;48915220
28251;2020-01-24;TurnoverRealization;0.375797987
28320;2020-01-24;PredictionOfOrdersValue;49970824
28337;2020-01-25;TurnoverRealization;0.382231772
28406;2020-01-25;PredictionOfOrdersValue;50028908
28423;2020-01-26;TurnoverRealization;0.375525951
28492;2020-01-26;PredictionOfOrdersValue;50028908
28509;2020-01-27;TurnoverRealization;0.369051367
28578;2020-01-27;PredictionOfOrdersValue;50028908
28595;2020-01-28;TurnoverRealization;0.391442657
28664;2020-01-28;PredictionOfOrdersValue;50185008
28681;2020-01-29;TurnoverRealization;0.427179784
28750;2020-01-29;PredictionOfOrdersValue;50488988
28767;2020-01-30;TurnoverRealization;0.431457013
28836;2020-01-30;PredictionOfOrdersValue;50350864
28853;2020-01-31;TurnoverRealization;0.450187147
28922;2020-01-31;PredictionOfOrdersValue;52585216
28939;2020-02-01;TurnoverRealization;0.912427723
29008;2020-02-01;PredictionOfOrdersValue;52638100
29025;2020-02-02;TurnoverRealization;0.882338583
29094;2020-02-02;PredictionOfOrdersValue;52973356
29111;2020-02-03;TurnoverRealization;0.854170501
29180;2020-02-03;PredictionOfOrdersValue;52821172
29198;2020-02-04;TurnoverRealization;0.880759418
29268;2020-02-04;PredictionOfOrdersValue;50976280
29286;2020-02-05;TurnoverRealization;0.875242174
29355;2020-02-05;PredictionOfOrdersValue;50804096
29373;2020-02-06;TurnoverRealization;0.872491121
29442;2020-02-06;PredictionOfOrdersValue;50977056
29460;2020-02-07;TurnoverRealization;0.882624984
29528;2020-02-07;PredictionOfOrdersValue;50900828
29546;2020-02-08;TurnoverRealization;0.948043704
29614;2020-02-08;PredictionOfOrdersValue;51095092
29632;2020-02-09;TurnoverRealization;0.922643423
29700;2020-02-09;PredictionOfOrdersValue;51095092
29718;2020-02-10;TurnoverRealization;0.89856863
29786;2020-02-10;PredictionOfOrdersValue;51095092
29804;2020-02-11;TurnoverRealization;0.933749676
29874;2020-02-11;PredictionOfOrdersValue;51134064
29892;2020-02-12;TurnoverRealization;0.961812913
29962;2020-02-12;PredictionOfOrdersValue;51264024
29980;2020-02-13;TurnoverRealization;0.949278772
30050;2020-02-13;PredictionOfOrdersValue;52402232
30068;2020-02-14;TurnoverRealization;0.954042673
30138;2020-02-14;PredictionOfOrdersValue;52702020
30156;2020-02-15;TurnoverRealization;0.951666832
30226;2020-02-15;PredictionOfOrdersValue;52601272
30244;2020-02-16;TurnoverRealization;0.930196166
30314;2020-02-16;PredictionOfOrdersValue;52601272
30332;2020-02-17;TurnoverRealization;0.909672916
30402;2020-02-17;PredictionOfOrdersValue;52650136
30420;2020-02-18;TurnoverRealization;0.983540237
30490;2020-02-18;PredictionOfOrdersValue;53388448
30508;2020-02-19;TurnoverRealization;0.980937839
30578;2020-02-19;PredictionOfOrdersValue;53661952
30596;2020-02-20;TurnoverRealization;1.175006986
30667;2020-02-20;PredictionOfOrdersValue;54767040
30685;2020-02-21;TurnoverRealization;1.215082526
30756;2020-02-21;PredictionOfOrdersValue;55258132
30774;2020-02-22;TurnoverRealization;1.185337543
30845;2020-02-22;PredictionOfOrdersValue;55309932
30863;2020-02-23;TurnoverRealization;1.162242413
30934;2020-02-23;PredictionOfOrdersValue;55309932
30952;2020-02-24;TurnoverRealization;1.140030026
31023;2020-02-24;PredictionOfOrdersValue;55309932
31041;2020-02-25;TurnoverRealization;1.14223361
31111;2020-02-25;PredictionOfOrdersValue;55238456
31129;2020-02-26;TurnoverRealization;1.128908634
31199;2020-02-26;PredictionOfOrdersValue;55801256
31217;2020-02-27;TurnoverRealization;1.090316534
31287;2020-02-27;PredictionOfOrdersValue;55845708
31305;2020-02-28;TurnoverRealization;1.143341422
31375;2020-02-28;PredictionOfOrdersValue;56016384
31393;2020-02-29;TurnoverRealization;1.215495467
31463;2020-02-29;PredictionOfOrdersValue;56630656
31481;2020-03-01;TurnoverRealization;1.187572002
31551;2020-03-01;PredictionOfOrdersValue;56630656
31745;2020-03-02;TurnoverRealization;0.949943125
31815;2020-03-02;PredictionOfOrdersValue;57011456
31834;2020-03-03;TurnoverRealization;0.972729445
31904;2020-03-03;PredictionOfOrdersValue;56916068
31923;2020-03-04;TurnoverRealization;0.956911147
31993;2020-03-04;PredictionOfOrdersValue;57386264
32012;2020-03-05;TurnoverRealization;0.978016376
32081;2020-03-05;PredictionOfOrdersValue;58205648
32100;2020-03-06;TurnoverRealization;0.99226433
32169;2020-03-06;PredictionOfOrdersValue;58746544
32188;2020-03-07;TurnoverRealization;0.978578925
32257;2020-03-07;PredictionOfOrdersValue;59190084
32276;2020-03-08;TurnoverRealization;0.959212363
32345;2020-03-08;PredictionOfOrdersValue;59239744
32364;2020-03-09;TurnoverRealization;0.940597534
32433;2020-03-09;PredictionOfOrdersValue;59239744
32452;2020-03-10;TurnoverRealization;0.959371686
32521;2020-03-10;PredictionOfOrdersValue;60218156
32540;2020-03-11;TurnoverRealization;0.969644606
32609;2020-03-11;PredictionOfOrdersValue;60220052
32628;2020-03-12;TurnoverRealization;0.966685712
32697;2020-03-12;PredictionOfOrdersValue;60175776
32716;2020-03-13;TurnoverRealization;0.952786684
32785;2020-03-13;PredictionOfOrdersValue;60320032
32804;2020-03-14;TurnoverRealization;0.995221019
32873;2020-03-14;PredictionOfOrdersValue;61193004
32892;2020-03-15;TurnoverRealization;0.977921605
32961;2020-03-15;PredictionOfOrdersValue;61193004
32980;2020-03-16;TurnoverRealization;0.96121341
33049;2020-03-16;PredictionOfOrdersValue;61193004
33068;2020-03-17;TurnoverRealization;0.95926857
33137;2020-03-17;PredictionOfOrdersValue;61639008
33156;2020-03-18;TurnoverRealization;0.951605082
33225;2020-03-18;PredictionOfOrdersValue;62200764
33244;2020-03-19;TurnoverRealization;0.948386848
33314;2020-03-19;PredictionOfOrdersValue;61719728
33333;2020-03-20;TurnoverRealization;0.947369277
33403;2020-03-20;PredictionOfOrdersValue;58096760
33422;2020-03-21;TurnoverRealization;0.981995881
33492;2020-03-21;PredictionOfOrdersValue;58527356
33511;2020-03-22;TurnoverRealization;0.96677804
33581;2020-03-22;PredictionOfOrdersValue;58527356
33600;2020-03-23;TurnoverRealization;0.952024698
33670;2020-03-23;PredictionOfOrdersValue;58512688
33689;2020-03-24;TurnoverRealization;0.969102502
33759;2020-03-24;PredictionOfOrdersValue;58361592
33778;2020-03-25;TurnoverRealization;0.96806705
33849;2020-03-25;PredictionOfOrdersValue;58850908
33868;2020-03-26;TurnoverRealization;0.963614762
33939;2020-03-26;PredictionOfOrdersValue;59304568
33958;2020-03-27;TurnoverRealization;0.957085907
34029;2020-03-27;PredictionOfOrdersValue;59625016
34048;2020-03-28;TurnoverRealization;0.959766448
34119;2020-03-28;PredictionOfOrdersValue;58779488
34138;2020-03-29;TurnoverRealization;0.946348667
34209;2020-03-29;PredictionOfOrdersValue;58779488
34228;2020-03-30;TurnoverRealization;0.933300912
34299;2020-03-30;PredictionOfOrdersValue;58608284
34318;2020-03-31;TurnoverRealization;0.931478381
34389;2020-03-31;PredictionOfOrdersValue;58222328
34408;2020-04-01;TurnoverRealization;0.983057141
34479;2020-04-01;PredictionOfOrdersValue;58543052
34499;2020-04-02;TurnoverRealization;0.989557147
34569;2020-04-02;PredictionOfOrdersValue;59439192
34589;2020-04-03;TurnoverRealization;1.012784362
34660;2020-04-03;PredictionOfOrdersValue;59714264
34680;2020-04-04;TurnoverRealization;1.022794247
34751;2020-04-04;PredictionOfOrdersValue;59487228
34771;2020-04-05;TurnoverRealization;1.011664629
34842;2020-04-05;PredictionOfOrdersValue;59487228
34862;2020-04-06;TurnoverRealization;1.000774622
34933;2020-04-06;PredictionOfOrdersValue;59492696
34953;2020-04-07;TurnoverRealization;1.00701344
35024;2020-04-07;PredictionOfOrdersValue;59900012
35044;2020-04-08;TurnoverRealization;1.00053668
35116;2020-04-08;PredictionOfOrdersValue;60030752
35136;2020-04-09;TurnoverRealization;1.018661499
35208;2020-04-09;PredictionOfOrdersValue;59773140
35228;2020-04-10;TurnoverRealization;1.011743546
35300;2020-04-10;PredictionOfOrdersValue;59913788
35320;2020-04-11;TurnoverRealization;1.001408935
35392;2020-04-11;PredictionOfOrdersValue;59913788
35412;2020-04-12;TurnoverRealization;0.991283357
35484;2020-04-12;PredictionOfOrdersValue;59913788
35504;2020-04-13;TurnoverRealization;0.981360435
35576;2020-04-13;PredictionOfOrdersValue;59913788
35596;2020-04-14;TurnoverRealization;0.971634328
35668;2020-04-14;PredictionOfOrdersValue;59913788
35688;2020-04-15;TurnoverRealization;1.044512391
35761;2020-04-15;PredictionOfOrdersValue;60036540
35781;2020-04-16;TurnoverRealization;1.043423772
35855;2020-04-16;PredictionOfOrdersValue;60102172
35875;2020-04-17;TurnoverRealization;1.052578807
35948;2020-04-17;PredictionOfOrdersValue;60445084
35968;2020-04-18;TurnoverRealization;1.056663752
36040;2020-04-18;PredictionOfOrdersValue;60833612
36060;2020-04-19;TurnoverRealization;1.046685815
36132;2020-04-19;PredictionOfOrdersValue;60833612
36152;2020-04-20;TurnoverRealization;1.036894441
36224;2020-04-20;PredictionOfOrdersValue;60837052
36244;2020-04-21;TurnoverRealization;1.077777982
36316;2020-04-21;PredictionOfOrdersValue;61239156
36336;2020-04-22;TurnoverRealization;1.074890256
36408;2020-04-22;PredictionOfOrdersValue;61768832
36428;2020-04-23;TurnoverRealization;1.082112312
36500;2020-04-23;PredictionOfOrdersValue;61568764
36520;2020-04-24;TurnoverRealization;1.079546452
36592;2020-04-24;PredictionOfOrdersValue;61598112
36612;2020-04-25;TurnoverRealization;1.093631387
36684;2020-04-25;PredictionOfOrdersValue;62370928
36704;2020-04-26;TurnoverRealization;1.083944678
36776;2020-04-26;PredictionOfOrdersValue;62370928
36796;2020-04-27;TurnoverRealization;1.074427962
36868;2020-04-27;PredictionOfOrdersValue;62370928
36888;2020-04-28;TurnoverRealization;1.075607538
36960;2020-04-28;PredictionOfOrdersValue;62171940
36980;2020-04-29;TurnoverRealization;1.077070832
37052;2020-04-29;PredictionOfOrdersValue;62518752
37072;2020-04-30;TurnoverRealization;1.072923303
37144;2020-04-30;PredictionOfOrdersValue;63513232
37164;2020-05-01;TurnoverRealization;1.103748679
37236;2020-05-01;PredictionOfOrdersValue;64207824
37256;2020-05-02;TurnoverRealization;1.091683269
37328;2020-05-02;PredictionOfOrdersValue;64207824
37348;2020-05-03;TurnoverRealization;1.079878807
37420;2020-05-03;PredictionOfOrdersValue;64212328
37440;2020-05-04;TurnoverRealization;1.068326831
37512;2020-05-04;PredictionOfOrdersValue;64296600
37533;2020-05-05;TurnoverRealization;1.078371763
37605;2020-05-05;PredictionOfOrdersValue;64277452
37626;2020-05-06;TurnoverRealization;1.075421095
37697;2020-05-06;PredictionOfOrdersValue;64257856
37718;2020-05-07;TurnoverRealization;1.067875266
37789;2020-05-07;PredictionOfOrdersValue;64473096
37810;2020-05-08;TurnoverRealization;1.061096549
37881;2020-05-08;PredictionOfOrdersValue;64696052
37902;2020-05-09;TurnoverRealization;1.066063166
37973;2020-05-09;PredictionOfOrdersValue;64148624
37994;2020-05-10;TurnoverRealization;1.055346847
38065;2020-05-10;PredictionOfOrdersValue;64148624
38086;2020-05-11;TurnoverRealization;1.044843793
38157;2020-05-11;PredictionOfOrdersValue;64150616
38178;2020-05-12;TurnoverRealization;1.044975519
38249;2020-05-12;PredictionOfOrdersValue;62519216
38270;2020-05-13;TurnoverRealization;1.051483631
38341;2020-05-13;PredictionOfOrdersValue;62712876
38362;2020-05-14;TurnoverRealization;1.051981926
38433;2020-05-14;PredictionOfOrdersValue;62673672
38454;2020-05-15;TurnoverRealization;1.054084301
38526;2020-05-15;PredictionOfOrdersValue;62722608
38547;2020-05-16;TurnoverRealization;1.048863649
38619;2020-05-16;PredictionOfOrdersValue;62878832
38640;2020-05-17;TurnoverRealization;1.039013386
38712;2020-05-17;PredictionOfOrdersValue;62878832
38733;2020-05-18;TurnoverRealization;1.029346347
38805;2020-05-18;PredictionOfOrdersValue;62860284
38826;2020-05-19;TurnoverRealization;1.021333218
38898;2020-05-19;PredictionOfOrdersValue;62797088
38919;2020-05-20;TurnoverRealization;1.023926258
38991;2020-05-20;PredictionOfOrdersValue;62953140
39012;2020-05-21;TurnoverRealization;1.019999981
39084;2020-05-21;PredictionOfOrdersValue;64418480
39105;2020-05-22;TurnoverRealization;1.010556579
39177;2020-05-22;PredictionOfOrdersValue;64040132
39198;2020-05-23;TurnoverRealization;1.012661338
39270;2020-05-23;PredictionOfOrdersValue;63901928
39291;2020-05-24;TurnoverRealization;1.003737688
39363;2020-05-24;PredictionOfOrdersValue;63901928
39384;2020-05-25;TurnoverRealization;0.994969964
39456;2020-05-25;PredictionOfOrdersValue;64204344
39477;2020-05-26;TurnoverRealization;0.991868317
39549;2020-05-26;PredictionOfOrdersValue;64479464
39570;2020-05-27;TurnoverRealization;0.989597857
39642;2020-05-27;PredictionOfOrdersValue;64680452
39663;2020-05-28;TurnoverRealization;0.997273386
39735;2020-05-28;PredictionOfOrdersValue;64486432
39756;2020-05-29;TurnoverRealization;1.019553542
39828;2020-05-29;PredictionOfOrdersValue;65034552
39849;2020-05-30;TurnoverRealization;1.028806925
39921;2020-05-30;PredictionOfOrdersValue;65584296
39942;2020-05-31;TurnoverRealization;1.020267725
40014;2020-05-31;PredictionOfOrdersValue;65584296
40128;2020-06-01;TurnoverRealization;1.009852767
40200;2020-06-01;PredictionOfOrdersValue;65816080
40222;2020-06-02;TurnoverRealization;1.009467721
40294;2020-06-02;PredictionOfOrdersValue;66327216
40316;2020-06-03;TurnoverRealization;1.008850336
40388;2020-06-03;PredictionOfOrdersValue;66297192
40410;2020-06-04;TurnoverRealization;1.005698681
40482;2020-06-04;PredictionOfOrdersValue;66421968
40504;2020-06-05;TurnoverRealization;1.014787674
40576;2020-06-05;PredictionOfOrdersValue;66352240
40598;2020-06-06;TurnoverRealization;1.014286876
40670;2020-06-06;PredictionOfOrdersValue;67187008
40692;2020-06-07;TurnoverRealization;1.004530668
40764;2020-06-07;PredictionOfOrdersValue;67194416
40786;2020-06-08;TurnoverRealization;0.994960129
40858;2020-06-08;PredictionOfOrdersValue;67194416
40880;2020-06-09;TurnoverRealization;0.989631891
40952;2020-06-09;PredictionOfOrdersValue;67043508
40974;2020-06-10;TurnoverRealization;0.993834615
41046;2020-06-10;PredictionOfOrdersValue;66993332
41068;2020-06-11;TurnoverRealization;0.986094236
41139;2020-06-11;PredictionOfOrdersValue;67259624
41161;2020-06-12;TurnoverRealization;0.977044344
41232;2020-06-12;PredictionOfOrdersValue;67259624
41254;2020-06-13;TurnoverRealization;0.96815902
41325;2020-06-13;PredictionOfOrdersValue;67259624
41347;2020-06-14;TurnoverRealization;0.959433913
41418;2020-06-14;PredictionOfOrdersValue;67259624
41440;2020-06-15;TurnoverRealization;0.950864553
41511;2020-06-15;PredictionOfOrdersValue;67259624
41533;2020-06-16;TurnoverRealization;0.949837208
41604;2020-06-16;PredictionOfOrdersValue;66272516
41626;2020-06-17;TurnoverRealization;0.943564653
41697;2020-06-17;PredictionOfOrdersValue;66566104
41719;2020-06-18;TurnoverRealization;0.939790428
41790;2020-06-18;PredictionOfOrdersValue;66838648
41812;2020-06-19;TurnoverRealization;0.925249994
41885;2020-06-19;PredictionOfOrdersValue;66916756
41907;2020-06-20;TurnoverRealization;0.923003912
41980;2020-06-20;PredictionOfOrdersValue;67500016
42002;2020-06-21;TurnoverRealization;0.915179372
42075;2020-06-21;PredictionOfOrdersValue;67500016
42097;2020-06-22;TurnoverRealization;0.90748626
42170;2020-06-22;PredictionOfOrdersValue;67436056
42192;2020-06-23;TurnoverRealization;0.906799018
42265;2020-06-23;PredictionOfOrdersValue;67636952
42287;2020-06-24;TurnoverRealization;0.915212989
42360;2020-06-24;PredictionOfOrdersValue;68246688
42382;2020-06-25;TurnoverRealization;0.912091792
42455;2020-06-25;PredictionOfOrdersValue;67717312
42477;2020-06-26;TurnoverRealization;0.905872941
42550;2020-06-26;PredictionOfOrdersValue;67990072
42572;2020-06-29;TurnoverRealization;0.892126143
42645;2020-06-29;PredictionOfOrdersValue;68155968
42667;2020-06-30;TurnoverRealization;0.888413608
42740;2020-06-30;PredictionOfOrdersValue;68229216
42762;2020-07-01;TurnoverRealization;0.901446164
42835;2020-07-01;PredictionOfOrdersValue;68098160
42954;2020-07-02;TurnoverRealization;0.906386793
43053;2020-07-02;PredictionOfOrdersValue;68342672
43076;2020-07-03;TurnoverRealization;0.905169666
43175;2020-07-03;PredictionOfOrdersValue;68122056
43198;2020-07-04;TurnoverRealization;0.912591934
43297;2020-07-04;PredictionOfOrdersValue;68005696
43320;2020-07-05;TurnoverRealization;0.907360733
43419;2020-07-05;PredictionOfOrdersValue;68005696
43442;2020-07-06;TurnoverRealization;0.902189076
43541;2020-07-06;PredictionOfOrdersValue;68005696
43564;2020-07-07;TurnoverRealization;0.917244315
43666;2020-07-07;PredictionOfOrdersValue;68560144
43689;2020-07-08;TurnoverRealization;0.92242825
43790;2020-07-08;PredictionOfOrdersValue;68250088
43813;2020-07-09;TurnoverRealization;0.917259157
43914;2020-07-09;PredictionOfOrdersValue;68250088
43937;2020-07-10;TurnoverRealization;0.920082033
44038;2020-07-10;PredictionOfOrdersValue;68127528
44061;2020-07-11;TurnoverRealization;0.916477084
44162;2020-07-11;PredictionOfOrdersValue;67801120
44185;2020-07-12;TurnoverRealization;0.911426246
44286;2020-07-12;PredictionOfOrdersValue;67801120
44309;2020-07-13;TurnoverRealization;0.906430721
44410;2020-07-13;PredictionOfOrdersValue;67801120
44433;2020-07-14;TurnoverRealization;0.906739354
44534;2020-07-14;PredictionOfOrdersValue;67837240
44557;2020-07-15;TurnoverRealization;0.907013535
44659;2020-07-15;PredictionOfOrdersValue;67985136
44682;2020-07-16;TurnoverRealization;0.911600113
44783;2020-07-16;PredictionOfOrdersValue;68412384
44806;2020-07-17;TurnoverRealization;0.909087002
44907;2020-07-17;PredictionOfOrdersValue;68929984
44930;2020-07-18;TurnoverRealization;0.914970338
45031;2020-07-18;PredictionOfOrdersValue;68959600
45054;2020-07-19;TurnoverRealization;0.910115182
45155;2020-07-19;PredictionOfOrdersValue;68959600
45178;2020-07-20;TurnoverRealization;0.905311167
45279;2020-07-20;PredictionOfOrdersValue;68959600
45302;2020-07-21;TurnoverRealization;0.902400076
45403;2020-07-21;PredictionOfOrdersValue;69404080
45426;2020-07-22;TurnoverRealization;0.899209023
45527;2020-07-22;PredictionOfOrdersValue;69476304
45550;2020-07-23;TurnoverRealization;0.895967901
45651;2020-07-23;PredictionOfOrdersValue;69569904
45674;2020-07-24;TurnoverRealization;0.898962319
45775;2020-07-24;PredictionOfOrdersValue;70160080
45798;2020-07-25;TurnoverRealization;0.896787226
45899;2020-07-25;PredictionOfOrdersValue;70620464
45922;2020-07-26;TurnoverRealization;0.89219892
46023;2020-07-26;PredictionOfOrdersValue;70620464
46046;2020-07-27;TurnoverRealization;0.887657285
46147;2020-07-27;PredictionOfOrdersValue;70620464
46170;2020-07-28;TurnoverRealization;0.890467465
46271;2020-07-28;PredictionOfOrdersValue;70051872
46294;2020-07-29;TurnoverRealization;0.890094519
46395;2020-07-29;PredictionOfOrdersValue;70464680
46418;2020-07-30;TurnoverRealization;0.889563024
46519;2020-07-30;PredictionOfOrdersValue;70370920
46542;2020-07-31;TurnoverRealization;0.888228595
46643;2020-07-31;PredictionOfOrdersValue;70692848
46666;2020-08-01;TurnoverRealization;0.892474353
46767;2020-08-01;PredictionOfOrdersValue;70731152
46790;2020-08-02;TurnoverRealization;0.887986183
46891;2020-08-02;PredictionOfOrdersValue;70731152
46914;2020-08-03;TurnoverRealization;0.883542955
47015;2020-08-03;PredictionOfOrdersValue;70732264
47039;2020-08-04;TurnoverRealization;0.881816268
47139;2020-08-04;PredictionOfOrdersValue;71145160
47163;2020-08-05;TurnoverRealization;0.884028077
47263;2020-08-05;PredictionOfOrdersValue;70952936
47287;2020-08-06;TurnoverRealization;0.882646501
47387;2020-08-06;PredictionOfOrdersValue;70786816
47411;2020-08-07;TurnoverRealization;0.877977729
47511;2020-08-07;PredictionOfOrdersValue;70537904
47535;2020-08-08;TurnoverRealization;0.88716948
47635;2020-08-08;PredictionOfOrdersValue;70754192
47659;2020-08-09;TurnoverRealization;0.882859647
47759;2020-08-09;PredictionOfOrdersValue;70754192
47783;2020-08-10;TurnoverRealization;0.878591478
47883;2020-08-10;PredictionOfOrdersValue;70754192
47907;2020-08-11;TurnoverRealization;0.875406325
48007;2020-08-11;PredictionOfOrdersValue;70327800
48031;2020-08-12;TurnoverRealization;0.874532402
48131;2020-08-12;PredictionOfOrdersValue;70653776
48155;2020-08-13;TurnoverRealization;0.87515831
48255;2020-08-13;PredictionOfOrdersValue;70590448
48279;2020-08-14;TurnoverRealization;0.877901196
48379;2020-08-14;PredictionOfOrdersValue;71172352
48403;2020-08-15;TurnoverRealization;0.87984705
48503;2020-08-15;PredictionOfOrdersValue;71815160
48527;2020-08-16;TurnoverRealization;0.875713348
48627;2020-08-16;PredictionOfOrdersValue;71815160
48651;2020-08-17;TurnoverRealization;0.87161833
48751;2020-08-17;PredictionOfOrdersValue;71815160
48775;2020-08-18;TurnoverRealization;0.868728042
48875;2020-08-18;PredictionOfOrdersValue;71655104
48899;2020-08-19;TurnoverRealization;0.86855495
48999;2020-08-19;PredictionOfOrdersValue;71133720
49023;2020-08-20;TurnoverRealization;0.868210793
49123;2020-08-20;PredictionOfOrdersValue;71266296
